ordered_ladder_available,ordered_ladder_valid,ordered_combo_score,L4_cluster_rank,L4_cluster_mid,L4_cluster_min,L4_cluster_max,L4_cluster_width,L4_actual,L4_abs_error,L4_within_3,L4_within_5,L5_cluster_rank,L5_cluster_mid,L5_cluster_min,L5_cluster_max,L5_cluster_width,L5_actual,L5_abs_error,L5_within_3,L5_within_5,L6_cluster_rank,L6_cluster_mid,L6_cluster_min,L6_cluster_max,L6_cluster_width,L6_actual,L6_abs_error,L6_within_3,L6_within_5,L7_cluster_rank,L7_cluster_mid,L7_cluster_min,L7_cluster_max,L7_cluster_width,L7_actual,L7_abs_error,L7_within_3,L7_within_5,ordered_ladder_median_abs_error,ordered_ladder_mean_abs_error,ordered_ladder_pct_within_3,ordered_ladder_pct_within_5,ordered_ladder_total_width,ordered_ladder_mean_rank,level_date,prev_date,range_bucket,close_position_bucket,rows_bucket,candidate_method
True,True,334.209125,1.0,3884.8525,3884.8525,3884.8525,0.0,3867.44,17.4125,False,False,1.0,3871.403333,3871.403333,3871.403333,0.0,3849.38,22.023333,False,False,1.0,3871.3175,3871.3175,3871.3175,0.0,3832.79,38.5275,False,False,1.0,3850.32625,3850.32625,3850.32625,0.0,3817.0,33.32625,False,False,27.674792,27.822396,0.0,0.0,0.0,1.0,2025-10-02,2025-10-01,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,HISTORICAL_GLOBAL
True,True,327.249125,1.0,3877.3225,3877.3225,3877.3225,0.0,3854.23,23.0925,False,False,1.0,3857.423333,3857.423333,3857.423333,0.0,3833.88,23.543333,False,False,1.0,3846.2075,3846.2075,3846.2075,0.0,3813.75,32.4575,False,False,1.0,3829.61125,3829.61125,3829.61125,0.0,3794.9,34.71125,False,False,28.000417,28.451146,0.0,0.0,0.0,1.0,2025-10-03,2025-10-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY
True,True,328.633251,1.0,3855.929982,3855.929982,3855.929982,0.0,3872.61,16.680018,False,False,1.0,3839.41375,3839.41375,3839.41375,0.0,3851.28,11.86625,False,False,1.0,3818.51125,3818.51125,3818.51125,0.0,3830.61,12.09875,False,False,1.0,3797.60875,3797.60875,3797.60875,0.0,3810.83,13.22125,False,False,12.66,13.466567,0.0,0.0,0.0,1.0,2025-10-06,2025-10-03,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_ONLY
True,True,323.769125,1.0,3948.6225,3948.6225,3948.6225,0.0,3964.13,15.5075,False,False,1.0,3938.47,3938.47,3938.47,0.0,3946.24,7.77,False,False,1.0,3913.2875,3913.2875,3913.2875,0.0,3927.93,14.6425,False,False,1.0,3897.74625,3897.74625,3897.74625,0.0,3710.52,187.22625,False,False,15.075,56.286563,0.0,0.0,0.0,1.0,2025-10-07,2025-10-06,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE
True,True,329.178833,1.0,3972.06,3972.06,3972.06,0.0,3970.41,1.65,True,True,1.0,3953.365,3953.365,3953.365,0.0,3949.74,3.625,False,True,1.0,3930.865,3930.865,3930.865,0.0,3929.69,1.175,True,True,1.0,3910.8,3910.8,3910.8,0.0,3910.27,0.53,True,True,1.4125,1.745,75.0,100.0,0.0,1.0,2025-10-08,2025-10-07,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
True,True,252.880437,1.0,4041.38,4041.38,4041.38,0.0,4038.76,2.62,True,True,1.0,4040.21,4040.21,4040.21,0.0,4019.13,21.08,False,False,1.0,4023.035,4023.035,4023.035,0.0,4001.52,21.515,False,False,1.0,3847.56,3847.56,3847.56,0.0,3985.35,137.79,False,False,21.2975,45.75125,25.0,25.0,0.0,1.0,2025-10-09,2025-10-08,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
True,True,339.733625,1.0,4029.7025,4029.7025,4029.7025,0.0,3999.31,30.3925,False,False,1.0,4004.30875,4004.30875,4004.30875,0.0,3980.31,23.99875,False,False,1.0,3973.1275,3973.1275,3973.1275,0.0,3961.97,11.1575,False,False,1.0,3944.84,3944.84,3944.84,0.0,3943.24,1.6,True,True,17.578125,16.787187,25.0,25.0,0.0,1.0,2025-10-10,2025-10-09,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY
True,True,322.029125,1.0,4003.8475,4003.8475,4003.8475,0.0,4010.88,7.0325,False,False,1.0,3994.056667,3994.056667,3994.056667,0.0,3994.06,0.003333,True,True,1.0,3973.4025,3973.4025,3973.4025,0.0,3974.97,1.5675,True,True,1.0,3956.63875,3956.63875,3956.63875,0.0,3956.47,0.16875,True,True,0.868125,2.193021,75.0,75.0,0.0,1.0,2025-10-13,2025-10-10,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,340.76255,1.0,4086.7525,4086.7525,4086.7525,0.0,4108.96,22.2075,False,False,1.0,4060.36875,4060.36875,4060.36875,0.0,4093.64,33.27125,False,False,1.0,4042.19874,4042.19874,4042.19874,0.0,4078.18,35.98126,False,False,1.0,4011.08375,4011.08375,4011.08375,0.0,4061.81,50.72625,False,False,34.626255,35.546565,0.0,0.0,0.0,1.0,2025-10-14,2025-10-13,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_CLOSE_ONLY
True,True,271.922562,1.0,4142.14,4142.14,4142.14,0.0,4150.06,7.92,False,False,1.0,4105.3525,4105.3525,4105.3525,0.0,4135.03,29.6775,False,False,1.0,4090.265,4090.265,4090.265,0.0,4119.47,29.205,False,False,1.0,4060.44,4060.44,4060.44,0.0,4105.05,44.61,False,False,29.44125,27.853125,0.0,0.0,0.0,1.0,2025-10-15,2025-10-14,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,340.388477,1.0,4204.8775,4204.8775,4204.8775,0.0,4201.69,3.1875,False,True,1.0,4189.07,4189.07,4189.07,0.0,4189.9,0.83,True,True,1.0,4169.03264,4167.665,4170.40028,2.73528,4177.27,8.23736,False,False,1.0,4150.79,4150.4725,4151.1075,0.635,4162.99,12.2,False,False,5.71243,6.113715,25.0,50.0,3.37028,1.0,2025-10-16,2025-10-15,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,308.587624,1.0,4320.4125,4320.4125,4320.4125,0.0,4305.21,15.2025,False,False,1.0,4300.32875,4300.32875,4300.32875,0.0,4289.52,10.80875,False,False,1.0,4290.4125,4290.4125,4290.4125,0.0,4275.71,14.7025,False,False,1.0,4270.32875,4270.32875,4270.32875,0.0,4263.05,7.27875,False,False,12.755625,11.998125,0.0,0.0,0.0,1.0,2025-10-17,2025-10-16,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE
True,True,325.41105,1.0,4353.7725,4353.7725,4353.7725,0.0,4286.39,67.3825,False,False,1.0,4324.815625,4323.7725,4325.85875,2.08625,4249.57,75.245625,False,False,1.0,4323.7725,4323.7725,4323.7725,0.0,4218.98,104.7925,False,False,1.0,4295.85875,4295.85875,4295.85875,0.0,4188.96,106.89875,False,False,90.019063,88.579844,0.0,0.0,2.08625,1.0,2025-10-20,2025-10-17,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY
True,True,269.275278,1.0,4339.28,4339.28,4339.28,0.0,4336.24,3.04,False,True,1.0,4333.31,4333.31,4333.31,0.0,4302.55,30.76,False,False,1.0,4315.25,4315.25,4315.25,0.0,4275.67,39.58,False,False,1.0,4300.25,4300.25,4300.25,0.0,4241.47,58.78,False,False,35.17,33.04,0.0,25.0,0.0,1.0,2025-10-21,2025-10-20,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE_ROWS
True,True,333.712501,1.0,4203.52875,4203.52875,4203.52875,0.0,4243.57,40.04125,False,False,1.0,4163.1525,4163.1525,4163.1525,0.0,4216.07,52.9175,False,False,1.0,4122.77625,4122.77625,4122.77625,0.0,4182.91,60.13375,False,False,1.0,4082.4,4082.4,4082.4,0.0,4144.81,62.41,False,False,56.525625,53.875625,0.0,0.0,0.0,1.0,2025-10-22,2025-10-21,RANGE_EXTREME_220_PLUS,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_CLOSE_ONLY
True,True,269.190614,1.0,4082.975,4082.975,4082.975,0.0,4177.89,94.915,False,False,1.0,4056.869948,4056.869948,4056.869948,0.0,4147.32,90.450052,False,False,1.0,4027.98875,4027.98875,4027.98875,0.0,4104.93,76.94125,False,False,1.0,4004.66,4004.66,4004.66,0.0,4068.85,64.19,False,False,83.695651,81.624075,0.0,0.0,0.0,1.0,2025-10-23,2025-10-22,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,334.470214,1.0,4139.91125,4139.91125,4139.91125,0.0,4171.67,31.75875,False,False,1.0,4115.61,4115.61,4115.61,0.0,4135.65,20.04,False,False,1.0,4110.25375,4110.25375,4110.25375,0.0,4099.72,10.53375,False,False,1.0,4078.8925,4077.18875,4080.59625,3.4075,4061.44,17.4525,False,False,18.74625,19.94625,0.0,0.0,3.4075,1.0,2025-10-24,2025-10-23,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,338.317479,1.0,4158.24375,4158.24375,4158.24375,0.0,4166.24,7.99625,False,False,1.0,4100.403333,4100.403333,4100.403333,0.0,4129.36,28.956667,False,False,1.0,4082.6691,4082.6691,4082.6691,0.0,4091.91,9.2409,False,False,1.0,4056.95625,4056.95625,4056.95625,0.0,4056.5,0.45625,True,True,8.618575,11.662517,25.0,25.0,0.0,1.0,2025-10-27,2025-10-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,319.49154,1.0,4097.3,4097.3,4097.3,0.0,4133.51,36.21,False,False,1.0,4067.3,4067.3,4067.3,0.0,4092.09,24.79,False,False,2.0,4017.449954,4017.449954,4017.449954,0.0,4059.5,42.050046,False,False,2.0,3992.525,3992.525,3992.525,0.0,4025.25,32.725,False,False,34.4675,33.943762,0.0,0.0,0.0,1.5,2025-10-28,2025-10-27,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_ONLY
True,True,258.754614,1.0,3953.17,3953.17,3953.17,0.0,4053.69,100.52,False,False,1.0,3930.986622,3930.986622,3930.986622,0.0,4020.72,89.733378,False,False,2.0,3907.0075,3907.0075,3907.0075,0.0,3988.68,81.6725,False,False,2.0,3886.62,3886.62,3886.62,0.0,3960.38,73.76,False,False,85.702939,86.42147,0.0,0.0,0.0,1.5,2025-10-29,2025-10-28,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,331.591357,1.0,3968.91875,3968.91875,3968.91875,0.0,4090.3,121.38125,False,False,1.0,3950.6725,3950.6725,3950.6725,0.0,4056.8,106.1275,False,False,1.0,3932.42625,3932.42625,3932.42625,0.0,4023.85,91.42375,False,False,1.0,3914.18,3914.18,3914.18,0.0,3991.27,77.09,False,False,98.775625,99.005625,0.0,0.0,0.0,1.0,2025-10-30,2025-10-29,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE
True,True,333.720836,1.0,4009.49875,4009.49875,4009.49875,0.0,4053.95,44.45125,False,False,2.0,3988.983333,3988.983333,3988.983333,0.0,4020.43,31.446667,False,False,1.0,3958.14614,3958.14614,3958.14614,0.0,3988.15,30.00386,False,False,1.0,3929.42125,3929.42125,3929.42125,0.0,3959.89,30.46875,False,False,30.957709,34.092632,0.0,0.0,0.0,1.25,2025-10-31,2025-10-30,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,336.810142,1.0,4024.215,4024.215,4024.215,0.0,4042.58,18.365,False,False,1.0,4007.21375,4007.21375,4007.21375,0.0,4013.99,6.77625,False,False,1.0,3994.215,3994.215,3994.215,0.0,3985.4,8.815,False,False,1.0,3981.21625,3981.21625,3981.21625,0.0,3953.24,27.97625,False,False,13.59,15.483125,0.0,0.0,0.0,1.0,2025-11-03,2025-10-31,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE
True,True,336.53275,1.0,4011.435,4011.435,4011.435,0.0,4037.15,25.715,False,False,1.0,3993.73125,3993.73125,3993.73125,0.0,4011.32,17.58875,False,False,1.0,3981.435,3981.435,3981.435,0.0,3978.19,3.245,False,True,1.0,3969.13875,3969.13875,3969.13875,0.0,3947.62,21.51875,False,False,19.55375,17.016875,0.0,25.0,0.0,1.0,2025-11-04,2025-11-03,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,322.742901,1.0,3968.95125,3968.95125,3968.95125,0.0,3973.68,4.72875,False,True,1.0,3955.5775,3955.5775,3955.5775,0.0,3944.85,10.7275,False,False,2.0,3942.20375,3942.20375,3942.20375,0.0,3916.74,25.46375,False,False,2.0,3928.83,3928.83,3928.83,0.0,3888.49,40.34,False,False,18.095625,20.315,0.0,25.0,0.0,1.5,2025-11-05,2025-11-04,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE
True,True,328.249378,1.0,3977.14125,3975.185,3979.0975,3.9125,4026.17,49.02875,False,False,2.0,3966.253333,3966.253333,3966.253333,0.0,3999.38,33.126667,False,False,1.0,3954.15375,3952.035,3956.2725,4.2375,3971.33,17.17625,False,False,1.0,3935.16,3933.4475,3936.8725,3.425,3946.09,10.93,False,False,25.151458,27.565417,0.0,0.0,11.575,1.25,2025-11-06,2025-11-05,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,320.38436,1.0,3982.909982,3982.909982,3982.909982,0.0,3994.41,11.500018,False,False,1.0,3966.45375,3966.45375,3966.45375,0.0,3965.9,0.55375,True,True,1.0,3945.19125,3945.19125,3945.19125,0.0,3939.99,5.20125,False,False,1.0,3923.92875,3923.92875,3923.92875,0.0,3916.67,7.25875,False,False,6.23,6.128442,25.0,25.0,0.0,1.0,2025-11-07,2025-11-06,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE
True,True,330.5545,1.0,3992.196649,3992.196649,3992.196649,0.0,4017.8,25.603351,False,False,1.0,3975.65375,3975.65375,3975.65375,0.0,3992.42,16.76625,False,False,1.0,3965.2825,3965.2825,3965.2825,0.0,3968.14,2.8575,True,True,1.0,3944.54,3944.54,3944.54,0.0,3943.22,1.32,True,True,9.811875,11.636775,50.0,50.0,0.0,1.0,2025-11-10,2025-11-07,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_ONLY
True,True,330.172957,1.0,4097.8925,4097.8925,4097.8925,0.0,4158.14,60.2475,False,False,3.0,4076.7,4076.7,4076.7,0.0,4131.74,55.04,False,False,1.0,4043.16284,4043.16284,4043.16284,0.0,4099.17,56.00716,False,False,1.0,4012.6775,4012.6775,4012.6775,0.0,4067.01,54.3325,False,False,55.52358,56.40679,0.0,0.0,0.0,1.5,2025-11-11,2025-11-10,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,331.635953,1.0,4138.78375,4138.78375,4138.78375,0.0,4129.0,9.78375,False,False,1.0,4114.426649,4114.426649,4114.426649,0.0,4097.81,16.616649,False,False,1.0,4087.6025,4087.6025,4087.6025,0.0,4064.25,23.3525,False,False,1.0,4067.13,4067.13,4067.13,0.0,4034.75,32.38,False,False,19.984575,20.533225,0.0,0.0,0.0,1.0,2025-11-12,2025-11-11,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE
True,True,329.723924,1.0,4193.895,4193.895,4193.895,0.0,4233.19,39.295,False,False,3.0,4168.66,4168.66,4168.66,0.0,4204.6,35.94,False,False,1.0,4142.01488,4142.01488,4142.01488,0.0,4175.81,33.79512,False,False,1.0,4113.015,4113.015,4113.015,0.0,4146.28,33.265,False,False,34.86756,35.57378,0.0,0.0,0.0,1.5,2025-11-13,2025-11-12,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,264.752861,1.0,4307.45,4307.45,4307.45,0.0,4270.12,37.33,False,False,1.0,4275.05,4275.05,4275.05,0.0,4239.31,35.74,False,False,1.0,4242.65,4242.65,4242.65,0.0,4205.65,37.0,False,False,1.0,4211.850033,4211.850033,4211.850033,0.0,4177.38,34.470033,False,False,36.37,36.135008,0.0,0.0,0.0,1.0,2025-11-14,2025-11-13,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_EXTENDED_11_PLUS,REGIME_RANGE_CLOSE_ROWS
True,True,285.245818,1.0,4241.27,4241.27,4241.27,0.0,4111.02,130.25,False,False,1.0,4188.8975,4188.8975,4188.8975,0.0,4076.11,112.7875,False,False,1.0,4142.89964,4142.89964,4142.89964,0.0,4041.59,101.30964,False,False,1.0,4106.78,4106.78,4106.78,0.0,4009.23,97.55,False,False,107.04857,110.474285,0.0,0.0,0.0,1.0,2025-11-17,2025-11-14,RANGE_WIDE_120_220,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE
True,True,332.471979,2.0,4104.2725,4104.2725,4104.2725,0.0,4104.67,0.3975,True,True,1.0,4071.835,4071.835,4071.835,0.0,4069.43,2.405,True,True,1.0,4031.8975,4031.8975,4031.8975,0.0,4036.18,4.2825,False,True,1.0,4025.61625,4025.61625,4025.61625,0.0,4005.49,20.12625,False,False,3.34375,6.802812,50.0,75.0,0.0,1.25,2025-11-18,2025-11-17,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,324.948411,1.0,4068.11,4068.11,4068.11,0.0,4105.38,37.27,False,False,3.0,4049.26,4049.26,4049.26,0.0,4070.7,21.44,False,False,2.0,4030.29024,4030.29024,4030.29024,0.0,4040.63,10.33976,False,False,1.0,4009.785,4008.62,4010.95,2.33,4008.31,1.475,True,True,15.88988,17.63119,25.0,25.0,2.33,1.75,2025-11-19,2025-11-18,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,259.961532,1.0,4103.33252,4103.33252,4103.33252,0.0,4109.29,5.95748,False,False,1.0,4069.0525,4069.0525,4069.0525,0.0,4074.15,5.0975,False,False,1.0,4039.0525,4039.0525,4039.0525,0.0,4040.63,1.5775,True,True,1.0,4012.2675,4012.2675,4012.2675,0.0,4011.09,1.1775,True,True,3.3375,3.452495,50.0,50.0,0.0,1.0,2025-11-20,2025-11-19,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
True,True,328.432331,1.0,4114.945,4114.945,4114.945,0.0,4109.29,5.655,False,False,1.0,4089.62,4089.62,4089.62,0.0,4075.93,13.69,False,False,1.0,4060.545,4056.795,4064.295,7.5,4043.38,17.165,False,False,1.0,4038.97,4038.97,4038.97,0.0,4008.63,30.34,False,False,15.4275,16.7125,0.0,0.0,7.5,1.0,2025-11-21,2025-11-20,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,329.585326,1.0,4102.42875,4101.05,4103.8075,2.7575,4112.0,9.57125,False,False,1.0,4061.491459,4060.18625,4062.796667,2.610417,4079.5,18.008541,False,False,1.0,4045.5725,4041.8225,4049.3225,7.5,4047.0,1.4275,True,True,1.0,4022.08,4022.08,4022.08,0.0,4010.46,11.62,False,False,10.595625,10.156823,25.0,25.0,12.867917,1.0,2025-11-24,2025-11-21,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,331.321722,1.0,4123.65375,4123.65375,4123.65375,0.0,4143.47,19.81625,False,False,3.0,4104.896667,4104.896667,4104.896667,0.0,4108.27,3.373333,False,True,1.0,4088.82875,4088.82875,4088.82875,0.0,4078.21,10.61875,False,False,1.0,4052.66625,4052.66625,4052.66625,0.0,4045.41,7.25625,False,False,8.9375,10.266146,0.0,25.0,0.0,1.5,2025-11-25,2025-11-24,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,328.271954,1.0,4149.365,4149.365,4149.365,0.0,4181.28,31.915,False,False,1.0,4126.22665,4126.22665,4126.22665,0.0,4146.58,20.35335,False,False,1.0,4099.59,4099.59,4099.59,0.0,4111.42,11.83,False,False,1.0,4079.68,4079.68,4079.68,0.0,4082.04,2.36,True,True,16.091675,16.614587,25.0,25.0,0.0,1.0,2025-11-26,2025-11-25,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,332.450574,1.0,4156.552292,4155.663333,4157.44125,1.777917,4172.25,15.697708,False,False,1.0,4139.885625,4139.03375,4140.7375,1.70375,4143.1,3.214375,False,True,1.0,4118.2375,4118.2375,4118.2375,0.0,4108.29,9.9475,False,False,1.0,4099.83,4099.83,4099.83,0.0,4073.19,26.64,False,False,12.822604,13.874896,0.0,25.0,3.481667,1.0,2025-11-27,2025-11-26,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE
True,True,330.432322,2.0,4191.7525,4191.7525,4191.7525,0.0,4169.5,22.2525,False,False,1.0,4162.245,4162.245,4162.245,0.0,4139.9,22.345,False,False,1.0,4142.7,4142.7,4142.7,0.0,4110.09,32.61,False,False,1.0,4112.7,4112.7,4112.7,0.0,4078.58,34.12,False,False,27.4775,27.831875,0.0,0.0,0.0,1.25,2025-11-28,2025-11-27,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,338.858392,1.0,4214.0675,4214.0675,4214.0675,0.0,4237.83,23.7625,False,False,2.0,4200.755833,4200.256667,4201.255,0.998333,4209.18,8.424167,False,False,1.0,4182.075,4182.075,4182.075,0.0,4188.77,6.695,False,False,1.0,4163.13,4162.8175,4163.4425,0.625,4164.44,1.31,True,True,7.559584,10.047917,25.0,25.0,1.623333,1.25,2025-12-01,2025-11-28,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,328.399144,1.0,4241.97616,4241.97616,4241.97616,0.0,4229.6,12.37616,False,False,1.0,4208.86,4208.86,4208.86,0.0,4209.81,0.95,True,True,1.0,4175.44,4175.44,4175.44,0.0,4187.32,11.88,False,False,1.0,4142.02,4142.02,4142.02,0.0,4167.18,25.16,False,False,12.12808,12.59154,25.0,25.0,0.0,1.0,2025-12-02,2025-12-01,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
True,True,324.939712,1.0,4238.185,4235.98,4240.39,4.41,4233.23,4.955,False,True,1.0,4199.670834,4197.595,4201.746667,4.151667,4213.24,13.569166,False,False,1.0,4185.46,4181.71,4189.21,7.5,4192.7,7.24,False,False,1.0,4172.005,4172.005,4172.005,0.0,4170.01,1.995,True,True,6.0975,6.939792,25.0,50.0,16.061667,1.0,2025-12-03,2025-12-02,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,REGIME_RANGE_CLOSE_ROWS
True,True,256.31473,1.0,4223.465,4223.465,4223.465,0.0,4205.73,17.735,False,False,1.0,4193.465,4193.465,4193.465,0.0,4188.05,5.415,False,False,1.0,4174.195,4174.195,4174.195,0.0,4167.92,6.275,False,False,1.0,4145.29,4145.29,4145.29,0.0,4144.41,0.88,True,True,5.845,7.57625,25.0,25.0,0.0,1.0,2025-12-04,2025-12-03,RANGE_COMPRESSED_0_60,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
True,True,331.922062,1.0,4202.011459,4201.056667,4202.96625,1.909583,4205.56,3.548542,False,True,1.0,4185.268125,4184.36875,4186.1675,1.79875,4183.25,2.018125,True,True,1.0,4163.6675,4163.6675,4163.6675,0.0,4164.02,0.3525,True,True,1.0,4145.07,4145.07,4145.07,0.0,4143.27,1.8,True,True,1.909063,1.929792,75.0,100.0,3.708333,1.0,2025-12-05,2025-12-04,RANGE_COMPRESSED_0_60,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
True,True,304.443719,1.0,4240.685,4240.685,4240.685,0.0,4209.43,31.255,False,False,1.0,4206.544375,4204.21625,4208.8725,4.65625,4188.47,18.074375,False,False,1.0,4174.21625,4174.21625,4174.21625,0.0,4168.88,5.33625,False,False,1.0,4149.90375,4149.90375,4149.90375,0.0,4144.37,5.53375,False,False,11.804063,15.049844,0.0,0.0,4.65625,1.0,2025-12-08,2025-12-05,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
True,True,338.492066,1.0,4202.59804,4202.59804,4202.59804,0.0,4214.14,11.54196,False,False,1.0,4173.4525,4173.4525,4173.4525,0.0,4191.11,17.6575,False,False,1.0,4155.2575,4155.2575,4155.2575,0.0,4169.53,14.2725,False,False,1.0,4118.8675,4118.8675,4118.8675,0.0,4149.41,30.5425,False,False,15.965,18.503615,0.0,0.0,0.0,1.0,2025-12-09,2025-12-08,RANGE_COMPRESSED_0_60,CLOSE_POS_MIDDLE_THIRD,ROWS_SPARSE_1_8,REGIME_RANGE_CLOSE_ROWS
