best_anchor_family,best_anchor_name,candidate_label,candidate_type,date_count,formula_fingerprint_score,level_name,mean_abs_distance,median_abs_distance,pct_within_1,pct_within_10,pct_within_2,pct_within_3,pct_within_5,published_rank_high_to_low,published_rank_low_to_high,rows,signed_distance_mean,signed_distance_median
prior_range_fraction,prev_range_0.875,rank_high_4 -> prior_range_fraction::prev_range_0.875,rank_high_to_low_anchor,13,81.634135,,2.004038,1.7125,30.769231,100.0,61.538462,76.923077,100.0,4,,13,0.878077,0.5475
red_box_quarter,red_box_1_75pct,L5 -> red_box_quarter::red_box_1_75pct,level_name_anchor,7,81.499107,L5,1.250536,0.5375,71.428571,100.0,71.428571,71.428571,100.0,,,7,-1.015179,-0.355
red_box_quarter,red_box_1_75pct,L5 -> red_box_quarter::red_box_1_75pct,l4_l7_anchor,7,81.499107,L5,1.250536,0.5375,71.428571,100.0,71.428571,71.428571,100.0,,,7,-1.015179,-0.355
red_box_quarter,red_box_1_75pct,rank_high_5 -> red_box_quarter::red_box_1_75pct,rank_high_to_low_anchor,7,81.499107,,1.250536,0.5375,71.428571,100.0,71.428571,71.428571,100.0,5,,7,-1.015179,-0.355
red_box_midline,red_mid_4,L10 -> red_box_midline::red_mid_4,level_name_anchor,5,81.46875,L10,2.3895,2.0125,0.0,100.0,40.0,80.0,100.0,,,5,1.7425,2.0125
red_box_midline,red_mid_4,rank_high_10 -> red_box_midline::red_mid_4,rank_high_to_low_anchor,5,81.46875,,2.3895,2.0125,0.0,100.0,40.0,80.0,100.0,10,,5,1.7425,2.0125
red_box_midline,red_mid_1,rank_low_6 -> red_box_midline::red_mid_1,rank_low_to_high_anchor,6,81.414583,,3.36375,1.0075,50.0,83.333333,66.666667,83.333333,83.333333,,6,6,-2.197083,-0.5075
prior_range_fraction,prev_range_0.382,L7 -> prior_range_fraction::prev_range_0.382,level_name_anchor,8,81.36055,L7,1.764707,1.27578,37.5,100.0,75.0,75.0,100.0,,,8,1.539082,1.27578
prior_range_fraction,prev_range_0.382,L7 -> prior_range_fraction::prev_range_0.382,l4_l7_anchor,8,81.36055,L7,1.764707,1.27578,37.5,100.0,75.0,75.0,100.0,,,8,1.539082,1.27578
prior_range_fraction,prev_range_0.382,rank_high_7 -> prior_range_fraction::prev_range_0.382,rank_high_to_low_anchor,8,81.36055,,1.764707,1.27578,37.5,100.0,75.0,75.0,100.0,7,,8,1.539082,1.27578
green_box_quarter,green_box_1_75pct,L6 -> green_box_quarter::green_box_1_75pct,level_name_anchor,8,81.08125,L6,1.901094,1.3875,25.0,100.0,62.5,75.0,100.0,,,8,0.002969,-0.068125
green_box_quarter,green_box_1_75pct,L6 -> green_box_quarter::green_box_1_75pct,l4_l7_anchor,8,81.08125,L6,1.901094,1.3875,25.0,100.0,62.5,75.0,100.0,,,8,0.002969,-0.068125
green_box_quarter,green_box_1_75pct,rank_high_6 -> green_box_quarter::green_box_1_75pct,rank_high_to_low_anchor,8,81.08125,,1.901094,1.3875,25.0,100.0,62.5,75.0,100.0,6,,8,0.002969,-0.068125
prior_range_fraction,prev_range_0.25,L8 -> prior_range_fraction::prev_range_0.25,level_name_anchor,5,80.7125,L8,2.0585,2.315,20.0,100.0,40.0,80.0,100.0,,,5,-0.7285,-0.7925
prior_range_fraction,prev_range_0.25,rank_high_8 -> prior_range_fraction::prev_range_0.25,rank_high_to_low_anchor,5,80.7125,,2.0585,2.315,20.0,100.0,40.0,80.0,100.0,8,,5,-0.7285,-0.7925
prior_range_fraction,prev_range_0.382,rank_low_4 -> prior_range_fraction::prev_range_0.382,rank_low_to_high_anchor,15,80.14035,,2.105997,1.74386,20.0,100.0,60.0,73.333333,100.0,,4,15,1.293189,1.43848
green_box_edge,green_edge_1,L3 -> green_box_edge::green_edge_1,level_name_anchor,5,80.0625,L3,1.761,0.575,60.0,100.0,80.0,80.0,80.0,,,5,1.205,-0.09
green_box_edge,green_edge_1,rank_high_3 -> green_box_edge::green_edge_1,rank_high_to_low_anchor,5,80.0625,,1.761,0.575,60.0,100.0,80.0,80.0,80.0,3,,5,1.205,-0.09
red_box_edge,red_edge_1,rank_low_5 -> red_box_edge::red_edge_1,rank_low_to_high_anchor,5,79.425,,2.288,0.83,60.0,100.0,80.0,80.0,80.0,,5,5,-2.15,-0.83
green_box_quarter,green_box_1_75pct,L5 -> green_box_quarter::green_box_1_75pct,level_name_anchor,7,79.249107,L5,1.939286,1.4375,28.571429,100.0,57.142857,71.428571,100.0,,,7,0.269643,0.02375
green_box_quarter,green_box_1_75pct,L5 -> green_box_quarter::green_box_1_75pct,l4_l7_anchor,7,79.249107,L5,1.939286,1.4375,28.571429,100.0,57.142857,71.428571,100.0,,,7,0.269643,0.02375
green_box_quarter,green_box_1_75pct,rank_high_5 -> green_box_quarter::green_box_1_75pct,rank_high_to_low_anchor,7,79.249107,,1.939286,1.4375,28.571429,100.0,57.142857,71.428571,100.0,5,,7,0.269643,0.02375
green_box_midline,green_mid_2,L4 -> green_box_midline::green_mid_2,level_name_anchor,16,78.821875,L4,2.391875,1.36125,25.0,93.75,56.25,75.0,87.5,,,16,1.150625,1.07125
green_box_midline,green_mid_2,L4 -> green_box_midline::green_mid_2,l4_l7_anchor,16,78.821875,L4,2.391875,1.36125,25.0,93.75,56.25,75.0,87.5,,,16,1.150625,1.07125
green_box_midline,green_mid_2,rank_high_4 -> green_box_midline::green_mid_2,rank_high_to_low_anchor,16,78.821875,,2.391875,1.36125,25.0,93.75,56.25,75.0,87.5,4,,16,1.150625,1.07125
green_box_quarter,green_box_2_25pct,rank_low_6 -> green_box_quarter::green_box_2_25pct,rank_low_to_high_anchor,9,78.465972,,2.055278,1.8625,44.444444,100.0,55.555556,77.777778,88.888889,,6,9,0.860833,0.68625
green_box_midline,green_mid_2,rank_low_5 -> green_box_midline::green_mid_2,rank_low_to_high_anchor,5,78.06875,,2.7885,1.3725,40.0,100.0,60.0,80.0,80.0,,5,5,-2.7885,-1.3725
green_box_midline,green_mid_2,L2 -> green_box_midline::green_mid_2,level_name_anchor,12,77.935417,L2,2.35625,1.9725,16.666667,100.0,50.0,75.0,91.666667,,,12,1.805833,1.87375
green_box_midline,green_mid_2,rank_high_2 -> green_box_midline::green_mid_2,rank_high_to_low_anchor,12,77.935417,,2.35625,1.9725,16.666667,100.0,50.0,75.0,91.666667,2,,12,1.805833,1.87375
red_box_quarter,red_box_1_75pct,rank_low_5 -> red_box_quarter::red_box_1_75pct,rank_low_to_high_anchor,7,77.827232,,2.013571,2.00625,28.571429,100.0,42.857143,71.428571,100.0,,5,7,-0.560714,-0.7225
green_box_quarter,green_box_1_25pct,L7 -> green_box_quarter::green_box_1_25pct,level_name_anchor,10,77.659375,L7,2.34125,1.93625,10.0,100.0,50.0,70.0,100.0,,,10,1.73275,1.843125
green_box_quarter,green_box_1_25pct,L7 -> green_box_quarter::green_box_1_25pct,l4_l7_anchor,10,77.659375,L7,2.34125,1.93625,10.0,100.0,50.0,70.0,100.0,,,10,1.73275,1.843125
green_box_quarter,green_box_1_25pct,rank_high_7 -> green_box_quarter::green_box_1_25pct,rank_high_to_low_anchor,10,77.659375,,2.34125,1.93625,10.0,100.0,50.0,70.0,100.0,7,,10,1.73275,1.843125
prior_hlc,previous_high,rank_low_6 -> prior_hlc::previous_high,rank_low_to_high_anchor,22,77.244318,,2.353636,2.255,18.181818,100.0,45.454545,68.181818,100.0,,6,22,0.734545,1.25
red_box_quarter,red_box_1_25pct,rank_low_7 -> red_box_quarter::red_box_1_25pct,rank_low_to_high_anchor,5,77.1875,,2.2615,1.725,20.0,100.0,80.0,80.0,80.0,,7,5,-0.35,1.29625
prior_range_fraction,prev_range_0.125,L6 -> prior_range_fraction::prev_range_0.125,level_name_anchor,6,77.117188,L6,2.253958,1.393125,50.0,100.0,66.666667,66.666667,100.0,,,6,-2.082292,-1.393125
prior_range_fraction,prev_range_0.125,L6 -> prior_range_fraction::prev_range_0.125,l4_l7_anchor,6,77.117188,L6,2.253958,1.393125,50.0,100.0,66.666667,66.666667,100.0,,,6,-2.082292,-1.393125
prior_range_fraction,prev_range_0.125,rank_high_6 -> prior_range_fraction::prev_range_0.125,rank_high_to_low_anchor,6,77.117188,,2.253958,1.393125,50.0,100.0,66.666667,66.666667,100.0,6,,6,-2.082292,-1.393125
prior_range_fraction,prev_range_0.75,rank_low_7 -> prior_range_fraction::prev_range_0.75,rank_low_to_high_anchor,9,76.875694,,3.543333,1.3875,22.222222,77.777778,55.555556,77.777778,77.777778,,7,9,2.634444,1.075
red_box_midline,red_mid_2,L8 -> red_box_midline::red_mid_2,level_name_anchor,13,76.769231,L8,2.262692,2.12,30.769231,100.0,46.153846,76.923077,84.615385,,,13,-2.187308,-2.12
red_box_midline,red_mid_2,rank_high_8 -> red_box_midline::red_mid_2,rank_high_to_low_anchor,13,76.769231,,2.262692,2.12,30.769231,100.0,46.153846,76.923077,84.615385,8,,13,-2.187308,-2.12
green_box_midline,green_mid_2,rank_low_6 -> green_box_midline::green_mid_2,rank_low_to_high_anchor,22,76.473295,,2.456023,2.4725,22.727273,100.0,40.909091,72.727273,90.909091,,6,22,1.146932,1.59375
prior_range_fraction,prev_range_0.618,rank_low_5 -> prior_range_fraction::prev_range_0.618,rank_low_to_high_anchor,9,76.352572,,1.977122,2.70786,44.444444,100.0,44.444444,77.777778,88.888889,,5,9,-1.083936,-0.19802
green_box_midline,green_mid_4,rank_low_9 -> green_box_midline::green_mid_4,rank_low_to_high_anchor,10,76.103125,,2.019,1.55875,40.0,100.0,60.0,70.0,90.0,,9,10,-1.8385,-1.55875
prior_range_fraction,prev_range_0.666667,L4 -> prior_range_fraction::prev_range_0.666667,level_name_anchor,8,75.808379,L4,1.972917,0.996648,50.0,100.0,62.5,75.0,75.0,,,8,-0.822963,0.218288
prior_range_fraction,prev_range_0.666667,L4 -> prior_range_fraction::prev_range_0.666667,l4_l7_anchor,8,75.808379,L4,1.972917,0.996648,50.0,100.0,62.5,75.0,75.0,,,8,-0.822963,0.218288
prior_range_fraction,prev_range_0.666667,rank_high_4 -> prior_range_fraction::prev_range_0.666667,rank_high_to_low_anchor,8,75.808379,,1.972917,0.996648,50.0,100.0,62.5,75.0,75.0,4,,8,-0.822963,0.218288
red_box_quarter,red_box_4_25pct,rank_low_2 -> red_box_quarter::red_box_4_25pct,rank_low_to_high_anchor,6,75.695312,,2.221042,1.961875,16.666667,100.0,50.0,66.666667,100.0,,2,6,0.706458,1.181875
prior_range_fraction,prev_range_0.125,rank_low_4 -> prior_range_fraction::prev_range_0.125,rank_low_to_high_anchor,11,74.970739,,2.432841,1.90625,36.363636,100.0,54.545455,63.636364,100.0,,4,11,-2.423068,-1.90625
prior_hlc,previous_high,L3 -> prior_hlc::previous_high,level_name_anchor,10,74.5125,L3,2.541,2.195,20.0,100.0,50.0,70.0,90.0,,,10,-1.671,-1.83
prior_hlc,previous_high,rank_high_3 -> prior_hlc::previous_high,rank_high_to_low_anchor,10,74.5125,,2.541,2.195,20.0,100.0,50.0,70.0,90.0,3,,10,-1.671,-1.83
prior_hlc,previous_high,L4 -> prior_hlc::previous_high,level_name_anchor,18,74.461111,L4,2.369444,2.38,22.222222,100.0,33.333333,66.666667,94.444444,,,18,0.320556,0.465
prior_hlc,previous_high,L4 -> prior_hlc::previous_high,l4_l7_anchor,18,74.461111,L4,2.369444,2.38,22.222222,100.0,33.333333,66.666667,94.444444,,,18,0.320556,0.465
prior_hlc,previous_high,rank_high_4 -> prior_hlc::previous_high,rank_high_to_low_anchor,18,74.461111,,2.369444,2.38,22.222222,100.0,33.333333,66.666667,94.444444,4,,18,0.320556,0.465
green_box_quarter,green_box_2_75pct,L1 -> green_box_quarter::green_box_2_75pct,level_name_anchor,17,74.274816,L1,2.529706,1.91125,23.529412,100.0,52.941176,70.588235,82.352941,,,17,0.658382,0.84625
red_box_midline,red_mid_2,rank_high_5 -> red_box_midline::red_mid_2,rank_high_to_low_anchor,7,74.027679,,3.034286,2.0975,14.285714,100.0,42.857143,71.428571,85.714286,5,,7,2.165714,2.0975
green_box_quarter,green_box_2_25pct,L5 -> green_box_quarter::green_box_2_25pct,level_name_anchor,9,73.465972,L5,2.192222,1.8625,33.333333,100.0,55.555556,66.666667,88.888889,,,9,1.411389,1.25375
green_box_quarter,green_box_2_25pct,L5 -> green_box_quarter::green_box_2_25pct,l4_l7_anchor,9,73.465972,L5,2.192222,1.8625,33.333333,100.0,55.555556,66.666667,88.888889,,,9,1.411389,1.25375
green_box_quarter,green_box_2_25pct,rank_high_5 -> green_box_quarter::green_box_2_25pct,rank_high_to_low_anchor,9,73.465972,,2.192222,1.8625,33.333333,100.0,55.555556,66.666667,88.888889,5,,9,1.411389,1.25375
red_box_quarter,red_box_2_25pct,L6 -> red_box_quarter::red_box_2_25pct,level_name_anchor,11,73.442614,L6,2.128068,2.5175,36.363636,100.0,45.454545,63.636364,100.0,,,11,-0.771932,-0.085
red_box_quarter,red_box_2_25pct,L6 -> red_box_quarter::red_box_2_25pct,l4_l7_anchor,11,73.442614,L6,2.128068,2.5175,36.363636,100.0,45.454545,63.636364,100.0,,,11,-0.771932,-0.085
red_box_quarter,red_box_2_25pct,rank_high_6 -> red_box_quarter::red_box_2_25pct,rank_high_to_low_anchor,11,73.442614,,2.128068,2.5175,36.363636,100.0,45.454545,63.636364,100.0,6,,11,-0.771932,-0.085
green_box_midline,green_mid_2,rank_low_8 -> green_box_midline::green_mid_2,rank_low_to_high_anchor,14,73.435714,,2.734107,1.9,7.142857,100.0,57.142857,71.428571,78.571429,,8,14,2.131607,1.68875
prior_range_fraction,prev_range_0.25,rank_low_5 -> prior_range_fraction::prev_range_0.25,rank_low_to_high_anchor,7,73.3875,,2.3525,0.925,57.142857,100.0,71.428571,71.428571,71.428571,,5,7,-2.089643,-0.925
green_box_quarter,green_box_2_75pct,rank_high_1 -> green_box_quarter::green_box_2_75pct,rank_high_to_low_anchor,16,73.129687,,2.555703,1.888125,25.0,100.0,56.25,68.75,81.25,1,,16,0.567422,0.553125
prior_range_fraction,prev_range_0.25,L5 -> prior_range_fraction::prev_range_0.25,level_name_anchor,9,72.825694,L5,2.352222,1.0075,44.444444,100.0,66.666667,66.666667,77.777778,,,9,-1.147222,-0.795
prior_range_fraction,prev_range_0.25,L5 -> prior_range_fraction::prev_range_0.25,l4_l7_anchor,9,72.825694,L5,2.352222,1.0075,44.444444,100.0,66.666667,66.666667,77.777778,,,9,-1.147222,-0.795
prior_range_fraction,prev_range_0.25,rank_high_5 -> prior_range_fraction::prev_range_0.25,rank_high_to_low_anchor,9,72.825694,,2.352222,1.0075,44.444444,100.0,66.666667,66.666667,77.777778,5,,9,-1.147222,-0.795
red_box_midline,red_mid_2,rank_low_1 -> red_box_midline::red_mid_2,rank_low_to_high_anchor,7,72.727679,,4.203571,2.6175,14.285714,85.714286,42.857143,71.428571,85.714286,,1,7,-2.797857,-1.2675
prior_range_fraction,prev_range_0.25,rank_low_4 -> prior_range_fraction::prev_range_0.25,rank_low_to_high_anchor,6,72.461458,,2.6675,1.58875,33.333333,100.0,50.0,66.666667,83.333333,,4,6,-0.6025,-0.22125
red_box_midline,red_mid_2,L6 -> red_box_midline::red_mid_2,level_name_anchor,20,72.353125,L6,3.73175,2.45875,20.0,95.0,45.0,70.0,80.0,,,20,-0.83675,0.3375
red_box_midline,red_mid_2,L6 -> red_box_midline::red_mid_2,l4_l7_anchor,20,72.353125,L6,3.73175,2.45875,20.0,95.0,45.0,70.0,80.0,,,20,-0.83675,0.3375
red_box_quarter,red_box_3_75pct,rank_low_3 -> red_box_quarter::red_box_3_75pct,rank_low_to_high_anchor,9,72.097222,,2.864861,2.41,22.222222,100.0,44.444444,66.666667,88.888889,,3,9,1.989861,1.525
prior_range_fraction,prev_range_0.75,rank_low_4 -> prior_range_fraction::prev_range_0.75,rank_low_to_high_anchor,6,72.073958,,2.595833,1.74375,16.666667,100.0,50.0,66.666667,83.333333,,4,6,1.436667,0.53625
green_box_quarter,green_box_1_25pct,rank_low_2 -> green_box_quarter::green_box_1_25pct,rank_low_to_high_anchor,5,72.04375,,2.698,2.1825,20.0,100.0,40.0,60.0,100.0,,2,5,2.698,2.1825
red_box_midline,red_mid_2,rank_low_3 -> red_box_midline::red_mid_2,rank_low_to_high_anchor,19,71.823026,,3.3125,1.715,31.578947,84.210526,57.894737,68.421053,73.684211,,3,19,1.264079,0.3225
prior_range_fraction,prev_range_0.666667,L3 -> prior_range_fraction::prev_range_0.666667,level_name_anchor,6,71.512451,L3,2.783384,1.968353,16.666667,100.0,50.0,66.666667,83.333333,,,6,-2.245612,-1.775053
prior_range_fraction,prev_range_0.666667,rank_high_3 -> prior_range_fraction::prev_range_0.666667,rank_high_to_low_anchor,6,71.512451,,2.783384,1.968353,16.666667,100.0,50.0,66.666667,83.333333,3,,6,-2.245612,-1.775053
red_box_midline,red_mid_2,rank_high_6 -> red_box_midline::red_mid_2,rank_high_to_low_anchor,19,71.276316,,3.866316,2.46,21.052632,94.736842,42.105263,68.421053,78.947368,6,,19,-0.818947,0.3525
green_box_midline,green_mid_2,L5 -> green_box_midline::green_mid_2,level_name_anchor,13,70.922115,L5,2.890962,2.305,15.384615,100.0,46.153846,69.230769,76.923077,,,13,0.4475,1.53
green_box_midline,green_mid_2,L5 -> green_box_midline::green_mid_2,l4_l7_anchor,13,70.922115,L5,2.890962,2.305,15.384615,100.0,46.153846,69.230769,76.923077,,,13,0.4475,1.53
green_box_midline,green_mid_2,rank_high_5 -> green_box_midline::green_mid_2,rank_high_to_low_anchor,13,70.922115,,2.890962,2.305,15.384615,100.0,46.153846,69.230769,76.923077,5,,13,0.4475,1.53
red_box_midline,red_mid_2,L5 -> red_box_midline::red_mid_2,level_name_anchor,6,70.323958,L5,3.344167,2.44375,16.666667,100.0,33.333333,66.666667,83.333333,,,6,2.7225,2.44375
red_box_midline,red_mid_2,L5 -> red_box_midline::red_mid_2,l4_l7_anchor,6,70.323958,L5,3.344167,2.44375,16.666667,100.0,33.333333,66.666667,83.333333,,,6,2.7225,2.44375
red_box_quarter,red_box_4_25pct,L9 -> red_box_quarter::red_box_4_25pct,level_name_anchor,10,70.301562,L9,2.46925,2.079375,20.0,100.0,50.0,60.0,90.0,,,10,0.4695,0.50125
red_box_quarter,red_box_4_25pct,rank_high_9 -> red_box_quarter::red_box_4_25pct,rank_high_to_low_anchor,10,70.301562,,2.46925,2.079375,20.0,100.0,50.0,60.0,90.0,9,,10,0.4695,0.50125
red_box_midline,red_mid_2,rank_low_4 -> red_box_midline::red_mid_2,rank_low_to_high_anchor,13,70.094231,,3.08,2.79,7.692308,100.0,15.384615,61.538462,92.307692,,4,13,-0.431923,-0.7025
green_box_midline,green_mid_2,L1 -> green_box_midline::green_mid_2,level_name_anchor,6,69.764583,L1,3.098333,2.6675,16.666667,100.0,33.333333,66.666667,83.333333,,,6,2.8325,2.6675
green_box_midline,green_mid_2,rank_high_1 -> green_box_midline::green_mid_2,rank_high_to_low_anchor,6,69.764583,,3.098333,2.6675,16.666667,100.0,33.333333,66.666667,83.333333,1,,6,2.8325,2.6675
red_box_quarter,red_box_3_25pct,L10 -> red_box_quarter::red_box_3_25pct,level_name_anchor,11,69.733807,L10,3.168182,1.27375,27.272727,90.909091,63.636364,63.636364,72.727273,,,11,1.902045,0.01
red_box_quarter,red_box_3_25pct,rank_high_10 -> red_box_quarter::red_box_3_25pct,rank_high_to_low_anchor,11,69.733807,,3.168182,1.27375,27.272727,90.909091,63.636364,63.636364,72.727273,10,,11,1.902045,0.01
green_box_quarter,green_box_2_75pct,rank_high_5 -> green_box_quarter::green_box_2_75pct,rank_high_to_low_anchor,8,69.704687,,3.180625,2.438125,0.0,100.0,25.0,62.5,87.5,5,,8,0.925938,1.3925
prior_range_fraction,prev_range_0.618,L6 -> prior_range_fraction::prev_range_0.618,level_name_anchor,8,68.587825,L6,2.689988,2.88487,12.5,100.0,25.0,62.5,87.5,,,8,-0.336338,-0.71423
prior_range_fraction,prev_range_0.618,L6 -> prior_range_fraction::prev_range_0.618,l4_l7_anchor,8,68.587825,L6,2.689988,2.88487,12.5,100.0,25.0,62.5,87.5,,,8,-0.336338,-0.71423
prior_range_fraction,prev_range_0.618,rank_high_6 -> prior_range_fraction::prev_range_0.618,rank_high_to_low_anchor,8,68.587825,,2.689988,2.88487,12.5,100.0,25.0,62.5,87.5,6,,8,-0.336338,-0.71423
red_box_midline,red_mid_4,rank_low_1 -> red_box_midline::red_mid_4,rank_low_to_high_anchor,8,68.1375,,3.26875,1.815,25.0,87.5,50.0,62.5,75.0,,1,8,2.830625,1.6525
red_box_midline,red_mid_3,L7 -> red_box_midline::red_mid_3,level_name_anchor,6,67.365625,L7,2.222917,2.29375,33.333333,100.0,50.0,50.0,100.0,,,6,0.497917,0.81625
red_box_midline,red_mid_3,L7 -> red_box_midline::red_mid_3,l4_l7_anchor,6,67.365625,L7,2.222917,2.29375,33.333333,100.0,50.0,50.0,100.0,,,6,0.497917,0.81625
red_box_midline,red_mid_3,rank_high_7 -> red_box_midline::red_mid_3,rank_high_to_low_anchor,6,67.365625,,2.222917,2.29375,33.333333,100.0,50.0,50.0,100.0,7,,6,0.497917,0.81625
prior_range_fraction,prev_range_0.125,L8 -> prior_range_fraction::prev_range_0.125,level_name_anchor,9,67.135417,L8,4.95875,2.1725,44.444444,66.666667,44.444444,66.666667,66.666667,,,9,-4.580139,-2.1725
green_box_quarter,green_box_4_25pct,rank_low_8 -> green_box_quarter::green_box_4_25pct,rank_low_to_high_anchor,5,66.6125,,2.9435,2.355,20.0,100.0,20.0,60.0,80.0,,8,5,-2.0025,-2.355
green_box_quarter,green_box_2_75pct,rank_low_10 -> green_box_quarter::green_box_2_75pct,rank_low_to_high_anchor,10,66.515625,,2.961375,2.59375,10.0,100.0,30.0,60.0,80.0,,10,10,0.045375,-0.49625
green_box_quarter,green_box_3_75pct,L3 -> green_box_quarter::green_box_3_75pct,level_name_anchor,7,66.249107,L3,3.115179,2.6375,28.571429,100.0,42.857143,57.142857,85.714286,,,7,0.515536,-0.82125
green_box_quarter,green_box_3_75pct,rank_high_3 -> green_box_quarter::green_box_3_75pct,rank_high_to_low_anchor,7,66.249107,,3.115179,2.6375,28.571429,100.0,42.857143,57.142857,85.714286,3,,7,0.515536,-0.82125
prior_hlc,previous_low,rank_low_4 -> prior_hlc::previous_low,rank_low_to_high_anchor,16,66.1625,,3.62375,1.675,18.75,93.75,56.25,62.5,62.5,,4,16,0.65,-0.2
red_box_midline,red_mid_2,rank_low_5 -> red_box_midline::red_mid_2,rank_low_to_high_anchor,6,66.004167,,3.517917,2.505,16.666667,100.0,33.333333,66.666667,66.666667,,5,6,0.71125,0.1625
prior_hlc,previous_high,L2 -> prior_hlc::previous_high,level_name_anchor,7,65.992857,L2,2.937143,2.74,14.285714,100.0,28.571429,57.142857,85.714286,,,7,1.66,2.34
prior_hlc,previous_high,rank_high_2 -> prior_hlc::previous_high,rank_high_to_low_anchor,7,65.992857,,2.937143,2.74,14.285714,100.0,28.571429,57.142857,85.714286,2,,7,1.66,2.34
red_box_quarter,red_box_3_25pct,rank_low_3 -> red_box_quarter::red_box_3_25pct,rank_low_to_high_anchor,20,65.9875,,2.975875,2.305,15.0,100.0,45.0,55.0,80.0,,3,20,1.402625,1.49125
green_box_quarter,green_box_2_75pct,L5 -> green_box_quarter::green_box_2_75pct,level_name_anchor,7,65.936607,L5,3.333036,2.7625,0.0,100.0,28.571429,57.142857,85.714286,,,7,0.75625,1.02
green_box_quarter,green_box_2_75pct,L5 -> green_box_quarter::green_box_2_75pct,l4_l7_anchor,7,65.936607,L5,3.333036,2.7625,0.0,100.0,28.571429,57.142857,85.714286,,,7,0.75625,1.02
green_box_quarter,green_box_1_75pct,rank_low_6 -> green_box_quarter::green_box_1_75pct,rank_low_to_high_anchor,8,65.907812,,2.270938,1.706875,50.0,100.0,50.0,50.0,87.5,,6,8,-1.000625,-0.169375
green_box_midline,green_mid_2,rank_low_7 -> green_box_midline::green_mid_2,rank_low_to_high_anchor,16,65.89375,,2.8525,1.9075,25.0,93.75,50.0,56.25,75.0,,7,16,1.6975,1.01375
prior_hlc,previous_mid,L4 -> prior_hlc::previous_mid,level_name_anchor,5,65.725,L4,2.624,2.71,20.0,100.0,40.0,60.0,80.0,,,5,2.098,2.71
prior_hlc,previous_mid,L4 -> prior_hlc::previous_mid,l4_l7_anchor,5,65.725,L4,2.624,2.71,20.0,100.0,40.0,60.0,80.0,,,5,2.098,2.71
prior_hlc,previous_mid,rank_high_4 -> prior_hlc::previous_mid,rank_high_to_low_anchor,5,65.725,,2.624,2.71,20.0,100.0,40.0,60.0,80.0,4,,5,2.098,2.71
red_box_quarter,red_box_4_25pct,L10 -> red_box_quarter::red_box_4_25pct,level_name_anchor,7,65.655357,L10,3.354643,2.875,14.285714,100.0,28.571429,57.142857,85.714286,,,7,2.072143,2.61125
red_box_quarter,red_box_4_25pct,rank_high_10 -> red_box_quarter::red_box_4_25pct,rank_high_to_low_anchor,7,65.655357,,3.354643,2.875,14.285714,100.0,28.571429,57.142857,85.714286,10,,7,2.072143,2.61125
red_box_quarter,red_box_3_25pct,rank_low_1 -> red_box_quarter::red_box_3_25pct,rank_low_to_high_anchor,23,65.326087,,3.612663,1.92,30.434783,91.304348,52.173913,56.521739,69.565217,,1,23,1.408967,-0.0675
prior_hlc,previous_low,L6 -> prior_hlc::previous_low,level_name_anchor,12,65.254167,L6,3.883333,1.545,16.666667,91.666667,58.333333,58.333333,66.666667,,,12,0.003333,0.41
prior_hlc,previous_low,L6 -> prior_hlc::previous_low,l4_l7_anchor,12,65.254167,L6,3.883333,1.545,16.666667,91.666667,58.333333,58.333333,66.666667,,,12,0.003333,0.41
prior_hlc,previous_low,rank_high_6 -> prior_hlc::previous_low,rank_high_to_low_anchor,12,65.254167,,3.883333,1.545,16.666667,91.666667,58.333333,58.333333,66.666667,6,,12,0.003333,0.41
red_box_edge,red_edge_2,rank_low_3 -> red_box_edge::red_edge_2,rank_low_to_high_anchor,34,64.691912,,3.745588,2.895,20.588235,94.117647,38.235294,55.882353,73.529412,,3,34,0.474412,-0.69
prior_hlc,previous_low,L7 -> prior_hlc::previous_low,level_name_anchor,13,64.401923,L7,4.27,1.99,7.692308,84.615385,53.846154,61.538462,61.538462,,,13,-1.196154,-1.14
prior_hlc,previous_low,L7 -> prior_hlc::previous_low,l4_l7_anchor,13,64.401923,L7,4.27,1.99,7.692308,84.615385,53.846154,61.538462,61.538462,,,13,-1.196154,-1.14
prior_hlc,previous_low,rank_high_7 -> prior_hlc::previous_low,rank_high_to_low_anchor,13,64.401923,,4.27,1.99,7.692308,84.615385,53.846154,61.538462,61.538462,7,,13,-1.196154,-1.14
red_box_quarter,red_box_3_75pct,L8 -> red_box_quarter::red_box_3_75pct,level_name_anchor,13,64.23149,L8,3.546058,2.98125,0.0,100.0,23.076923,53.846154,84.615385,,,13,2.771635,2.98125
red_box_quarter,red_box_3_75pct,rank_high_8 -> red_box_quarter::red_box_3_75pct,rank_high_to_low_anchor,13,64.23149,,3.546058,2.98125,0.0,100.0,23.076923,53.846154,84.615385,8,,13,2.771635,2.98125
prior_range_fraction,prev_range_0.125,rank_high_8 -> prior_range_fraction::prev_range_0.125,rank_high_to_low_anchor,8,64.090625,,5.499688,2.18375,37.5,62.5,37.5,62.5,62.5,8,,8,-5.231562,-2.18375
green_box_quarter,green_box_2_75pct,rank_low_7 -> green_box_quarter::green_box_2_75pct,rank_low_to_high_anchor,29,63.56681,,3.535991,2.285,13.793103,100.0,48.275862,51.724138,72.413793,,7,29,2.057284,1.765
