level_date,prev_date,level_name,range_bucket,close_position_bucket,rows_bucket,live_reference_price,live_reference_source,live_channel_state,live_channel_norm,actual_published_level,dynamic_candidate_pool_count,dynamic_oracle_candidate_price,dynamic_oracle_abs_error,dynamic_oracle_within_3,dynamic_oracle_within_5,dynamic_oracle_source_family,dynamic_oracle_source_type,dynamic_oracle_prior_sample_count,dynamic_top1_candidate_price,dynamic_top1_abs_error,dynamic_top1_source_family,superset_audited_candidate_price,superset_audited_abs_error,superset_audited_within_5,dynamic_audited_candidate_price,dynamic_audited_abs_error,dynamic_audited_within_3,dynamic_audited_within_5,dynamic_audited_source,dynamic_improved_abs_error,dynamic_residual_recovered_within_5,dynamic_residual_recovered_within_3,dynamic_residual_better_than_superset,dynamic_residual_status
2025-10-10,2025-10-09,L7,RANGE_NORMAL_60_120,CLOSE_POS_LOWER_THIRD,ROWS_STANDARD_9_10,3975.96,PREV_CLOSE_PROXY,,NEUTRAL,3943.24,22,3944.588437,1.348437,True,True,CHANNEL_LEVEL_RESIDUAL,superset_base_channel_superset_q75,4.0,3941.680625,1.559375,SUPERSET_AUDITED_BASE,3941.680625,1.559375,True,3944.588437,1.348437,True,True,DYNAMIC_RESIDUAL_BETTER,0.210938,False,False,True,DYNAMIC_WITHIN_3
2025-10-13,2025-10-10,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,4010.88,61,4010.77625,0.10375,True,True,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_median,6.0,4003.8475,7.0325,SUPERSET_AUDITED_BASE,4003.8475,7.0325,False,4010.77625,0.10375,True,True,DYNAMIC_RESIDUAL_BETTER,6.92875,True,True,True,DYNAMIC_WITHIN_3
2025-10-13,2025-10-10,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,3994.06,61,3994.056667,0.003333,True,True,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3994.056667,0.003333,SUPERSET_AUDITED_BASE,3994.056667,0.003333,True,3994.056667,0.003333,True,True,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_WITHIN_3
2025-10-13,2025-10-10,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,3974.97,61,3973.4025,1.5675,True,True,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3973.4025,1.5675,SUPERSET_AUDITED_BASE,3973.4025,1.5675,True,3973.4025,1.5675,True,True,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_WITHIN_3
2025-10-13,2025-10-10,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4012.42,PREV_CLOSE_PROXY,,NEUTRAL,3956.47,61,3956.63875,0.16875,True,True,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,3956.63875,0.16875,SUPERSET_AUDITED_BASE,3956.63875,0.16875,True,3956.63875,0.16875,True,True,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_WITHIN_3
2025-10-14,2025-10-13,L4,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL,4108.96,61,4108.275,0.685,True,True,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,7.0,4110.41,1.45,SUPERSET_AUDITED_BASE,4110.41,1.45,True,4108.275,0.685,True,True,DYNAMIC_RESIDUAL_BETTER,0.765,False,False,True,DYNAMIC_WITHIN_3
2025-10-14,2025-10-13,L5,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL,4093.64,61,4088.6975,4.9425,False,True,LEVEL_RESIDUAL,superset_base_level_superset_q75,8.0,4086.7525,6.8875,SUPERSET_AUDITED_BASE,4086.7525,6.8875,False,4088.6975,4.9425,False,True,DYNAMIC_RESIDUAL_BETTER,1.945,True,False,True,DYNAMIC_WITHIN_5
2025-10-14,2025-10-13,L6,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL,4078.18,61,4056.801562,21.378438,False,False,LEVEL_RESIDUAL,superset_base_level_superset_q75,8.0,4052.60125,25.57875,SUPERSET_AUDITED_BASE,4052.60125,25.57875,False,4056.801562,21.378438,False,False,DYNAMIC_RESIDUAL_BETTER,4.200312,False,False,True,DYNAMIC_GT10
2025-10-14,2025-10-13,L7,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_SPARSE_1_8,4110.41,PREV_CLOSE_PROXY,,NEUTRAL,4061.81,61,4023.728594,38.081406,False,False,LEVEL_RESIDUAL,superset_base_level_superset_q75,6.0,4022.60125,39.20875,SUPERSET_AUDITED_BASE,4022.60125,39.20875,False,4023.728594,38.081406,False,False,DYNAMIC_RESIDUAL_BETTER,1.127344,False,False,True,DYNAMIC_GT10
2025-10-15,2025-10-14,L4,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4142.14,PREV_CLOSE_PROXY,,NEUTRAL,4150.06,61,4147.06969,2.99031,True,True,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_mean,8.0,4142.14,7.92,SUPERSET_AUDITED_BASE,4142.14,7.92,False,4147.06969,2.99031,True,True,DYNAMIC_RESIDUAL_BETTER,4.92969,True,True,True,DYNAMIC_WITHIN_3
2025-10-15,2025-10-14,L5,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4142.14,PREV_CLOSE_PROXY,,NEUTRAL,4135.03,61,4112.24,22.79,False,False,LEVEL_RESIDUAL,superset_base_level_superset_q75,9.0,4105.3525,29.6775,SUPERSET_AUDITED_BASE,4105.3525,29.6775,False,4112.24,22.79,False,False,DYNAMIC_RESIDUAL_BETTER,6.8875,False,False,True,DYNAMIC_GT10
2025-10-15,2025-10-14,L6,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4142.14,PREV_CLOSE_PROXY,,NEUTRAL,4119.47,42,4112.86375,6.60625,False,False,LEVEL_RESIDUAL,superset_base_level_superset_q75,9.0,4100.765,18.705,SUPERSET_AUDITED_BASE,4100.765,18.705,False,4112.86375,6.60625,False,False,DYNAMIC_RESIDUAL_BETTER,12.09875,False,False,True,DYNAMIC_WITHIN_10
2025-10-15,2025-10-14,L7,RANGE_NORMAL_60_120,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4142.14,PREV_CLOSE_PROXY,,NEUTRAL,4105.05,61,4070.31375,34.73625,False,False,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q75,6.0,4060.44,44.61,SUPERSET_AUDITED_BASE,4060.44,44.61,False,4070.31375,34.73625,False,False,DYNAMIC_RESIDUAL_BETTER,9.87375,False,False,True,DYNAMIC_GT10
2025-10-16,2025-10-15,L4,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4208.11,PREV_CLOSE_PROXY,,NEUTRAL,4201.69,42,4201.72625,0.03625,True,True,LEVEL_RESIDUAL,original_base_level_superset_median,10.0,4201.90625,0.21625,SUPERSET_AUDITED_BASE,4201.90625,0.21625,True,4201.72625,0.03625,True,True,DYNAMIC_RESIDUAL_BETTER,0.18,False,False,True,DYNAMIC_WITHIN_3
2025-10-16,2025-10-15,L5,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4208.11,PREV_CLOSE_PROXY,,NEUTRAL,4189.9,61,4189.07,0.83,True,True,SUPERSET_AUDITED_BASE,ORIGINAL_ORACLE_PRESERVED,,4189.07,0.83,SUPERSET_AUDITED_BASE,4189.07,0.83,True,4189.07,0.83,True,True,SUPERSET_AUDITED_BASE_PRESERVED,0.0,False,False,False,DYNAMIC_WITHIN_3
2025-10-16,2025-10-15,L6,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4208.11,PREV_CLOSE_PROXY,,NEUTRAL,4177.27,61,4175.865765,1.404235,True,True,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,8.0,4169.03264,8.23736,SUPERSET_AUDITED_BASE,4169.03264,8.23736,False,4175.865765,1.404235,True,True,DYNAMIC_RESIDUAL_BETTER,6.833125,True,True,True,DYNAMIC_WITHIN_3
2025-10-16,2025-10-15,L7,RANGE_NORMAL_60_120,CLOSE_POS_UPPER_THIRD,ROWS_STANDARD_9_10,4208.11,PREV_CLOSE_PROXY,,NEUTRAL,4162.99,61,4158.180312,4.809688,False,True,LEVEL_RESIDUAL,superset_base_level_superset_recent8_median,6.0,4150.79,12.2,SUPERSET_AUDITED_BASE,4150.79,12.2,False,4158.180312,4.809688,False,True,DYNAMIC_RESIDUAL_BETTER,7.390312,True,False,True,DYNAMIC_WITHIN_5
2025-10-17,2025-10-16,L4,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4325.92,PREV_CLOSE_PROXY,,NEUTRAL,4305.21,61,4318.2775,13.0675,False,False,LEVEL_RESIDUAL,superset_base_level_superset_q25,11.0,4320.4125,15.2025,SUPERSET_AUDITED_BASE,4320.4125,15.2025,False,4318.2775,13.0675,False,False,DYNAMIC_RESIDUAL_BETTER,2.135,False,False,True,DYNAMIC_GT10
2025-10-17,2025-10-16,L5,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4325.92,PREV_CLOSE_PROXY,,NEUTRAL,4289.52,61,4283.47875,6.04125,False,False,LEVEL_RESIDUAL,superset_base_level_superset_q25,11.0,4300.32875,10.80875,SUPERSET_AUDITED_BASE,4300.32875,10.80875,False,4283.47875,6.04125,False,False,DYNAMIC_RESIDUAL_BETTER,4.7675,False,False,True,DYNAMIC_WITHIN_10
2025-10-17,2025-10-16,L6,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4325.92,PREV_CLOSE_PROXY,,NEUTRAL,4275.71,61,4274.07625,1.63375,True,True,LEVEL_RESIDUAL,superset_base_level_superset_q25,11.0,4290.4125,14.7025,SUPERSET_AUDITED_BASE,4290.4125,14.7025,False,4274.07625,1.63375,True,True,DYNAMIC_RESIDUAL_BETTER,13.06875,True,True,True,DYNAMIC_WITHIN_3
2025-10-17,2025-10-16,L7,RANGE_WIDE_120_220,CLOSE_POS_UPPER_THIRD,ROWS_EXTENDED_11_PLUS,4325.92,PREV_CLOSE_PROXY,,NEUTRAL,4263.05,61,4261.599687,1.450313,True,True,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,8.0,4270.32875,7.27875,SUPERSET_AUDITED_BASE,4270.32875,7.27875,False,4261.599687,1.450313,True,True,DYNAMIC_RESIDUAL_BETTER,5.828437,True,True,True,DYNAMIC_WITHIN_3
2025-10-20,2025-10-17,L4,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL,4286.39,61,4320.093125,33.703125,False,False,LEVEL_RESIDUAL,superset_base_level_original_q25,12.0,4325.85875,39.46875,SUPERSET_AUDITED_BASE,4325.85875,39.46875,False,4320.093125,33.703125,False,False,DYNAMIC_RESIDUAL_BETTER,5.765625,False,False,True,DYNAMIC_GT10
2025-10-20,2025-10-17,L5,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL,4249.57,61,4310.080625,60.510625,False,False,LEVEL_RESIDUAL,superset_base_level_superset_q25,12.0,4324.815625,75.245625,SUPERSET_AUDITED_BASE,4324.815625,75.245625,False,4310.080625,60.510625,False,False,DYNAMIC_RESIDUAL_BETTER,14.735,False,False,True,DYNAMIC_GT10
2025-10-20,2025-10-17,L6,RANGE_WIDE_120_220,CLOSE_POS_MIDDLE_THIRD,ROWS_STANDARD_9_10,4252.68,PREV_CLOSE_PROXY,,NEUTRAL,4218.98,61,4279.83625,60.85625,False,False,SOURCE_LEVEL_RESIDUAL,superset_base_source_superset_q25,11.0,4297.945,78.965,SUPERSET_AUDITED_BASE,4297.945,78.965,False,4279.83625,60.85625,False,False,DYNAMIC_RESIDUAL_BETTER,18.10875,False,False,True,DYNAMIC_GT10
